conditionID,raceTextShown,imageShown,blockID,defID,groundTruth,compasScore,turkerScore,turkerScore1to10,imageID,defEthnicity,defGender,defAge,defJuvFelCount,defJuvMisdCount,defPriorsCount,defChargeID,defChargeDegree
1,1,1,5,7636,0,2,0,1, BF-024,2,1,38,0,0,0,151,0
2,1,0,5,7636,0,2,1,1.9, BF-024,2,1,38,0,0,0,151,0
3,0,1,5,7636,0,2,0,1, BF-024,2,1,38,0,0,0,151,0
4,0,0,5,7636,0,2,0,1, BF-024,2,1,38,0,0,0,151,0
1,1,1,12,7640,1,7,2.5,3.25, WM-220,1,0,37,0,0,1,306,1
2,1,0,12,7640,1,7,4.5,5.05, WM-220,1,0,37,0,0,1,306,1
3,0,1,12,7640,1,7,3,3.7, WM-220,1,0,37,0,0,1,306,1
4,0,0,12,7640,1,7,4,4.6, WM-220,1,0,37,0,0,1,306,1
1,1,1,8,765,1,6,10,10, empty,2,0,66,0,0,33,90,1
2,1,0,8,765,1,6,9.5,9.55, empty,2,0,66,0,0,33,90,1
3,0,1,8,765,1,6,9,9.1, empty,2,0,66,0,0,33,90,1
4,0,0,8,765,1,6,8,8.2, empty,2,0,66,0,0,33,90,1
1,1,1,1,7652,1,8,9.5,9.55, BM-002,2,0,25,0,0,8,172,1
2,1,0,1,7652,1,8,9.5,9.55, BM-002,2,0,25,0,0,8,172,1
3,0,1,1,7652,1,8,9.5,9.55, BM-002,2,0,25,0,0,8,172,1
4,0,0,1,7652,1,8,9.5,9.55, BM-002,2,0,25,0,0,8,172,1
1,1,1,12,7675,1,7,0.5,1.45, WM-001,1,0,20,0,0,0,209,1
2,1,0,12,7675,1,7,1,1.9, WM-001,1,0,20,0,0,0,209,1
3,0,1,12,7675,1,7,0.5,1.45, WM-001,1,0,20,0,0,0,209,1
4,0,0,12,7675,1,7,2,2.8, WM-001,1,0,20,0,0,0,209,1
1,1,1,1,7678,1,7,10,10, BM-016,2,0,28,0,2,7,306,1
2,1,0,1,7678,1,7,9.5,9.55, BM-016,2,0,28,0,2,7,306,1
3,0,1,1,7678,1,7,9.5,9.55, BM-016,2,0,28,0,2,7,306,1
4,0,0,1,7678,1,7,9.5,9.55, BM-016,2,0,28,0,2,7,306,1
1,1,1,20,7722,1,9,9,9.1, BF-005,2,1,23,0,0,3,186,1
2,1,0,20,7722,1,9,10,10, BF-005,2,1,23,0,0,3,186,1
3,0,1,20,7722,1,9,8,8.2, BF-005,2,1,23,0,0,3,186,1
4,0,0,20,7722,1,9,8.5,8.65, BF-005,2,1,23,0,0,3,186,1
1,1,1,8,7723,0,2,2,2.8, LM-206,3,0,24,0,0,0,57,1
2,1,0,8,7723,0,2,4,4.6, LM-206,3,0,24,0,0,0,57,1
3,0,1,8,7723,0,2,4.5,5.05, LM-206,3,0,24,0,0,0,57,1
4,0,0,8,7723,0,2,2.5,3.25, LM-206,3,0,24,0,0,0,57,1
1,1,1,16,7738,0,2,6.5,6.85, WM-011,1,0,32,0,0,2,246,1
2,1,0,16,7738,0,2,5.5,5.95, WM-011,1,0,32,0,0,2,246,1
3,0,1,16,7738,0,2,7,7.3, WM-011,1,0,32,0,0,2,246,1
4,0,0,16,7738,0,2,5.5,5.95, WM-011,1,0,32,0,0,2,246,1
1,1,1,8,7754,1,4,7.5,7.75, WM-015,1,0,25,0,0,2,128,0
2,1,0,8,7754,1,4,7,7.3, WM-015,1,0,25,0,0,2,128,0
3,0,1,8,7754,1,4,7,7.3, WM-015,1,0,25,0,0,2,128,0
4,0,0,8,7754,1,4,8.5,8.65, WM-015,1,0,25,0,0,2,128,0
1,1,1,8,7788,1,6,10,10, BM-011,2,0,33,0,0,7,190,1
2,1,0,8,7788,1,6,10,10, BM-011,2,0,33,0,0,7,190,1
3,0,1,8,7788,1,6,10,10, BM-011,2,0,33,0,0,7,190,1
4,0,0,8,7788,1,6,9,9.1, BM-011,2,0,33,0,0,7,190,1
1,1,1,15,7807,1,8,9,9.1, WM-014,1,0,34,0,0,13,190,1
2,1,0,15,7807,1,8,9.5,9.55, WM-014,1,0,34,0,0,13,190,1
3,0,1,15,7807,1,8,10,10, WM-014,1,0,34,0,0,13,190,1
4,0,0,15,7807,1,8,10,10, WM-014,1,0,34,0,0,13,190,1
1,1,1,13,7821,0,8,4.5,5.05, WM-012,1,0,30,0,0,1,310,1
2,1,0,13,7821,0,8,5.5,5.95, WM-012,1,0,30,0,0,1,310,1
3,0,1,13,7821,0,8,5,5.5, WM-012,1,0,30,0,0,1,310,1
4,0,0,13,7821,0,8,4,4.6, WM-012,1,0,30,0,0,1,310,1
1,1,1,4,7830,1,5,8,8.2, BF-007,2,1,31,0,0,2,21,1
2,1,0,4,7830,1,5,7.5,7.75, BF-007,2,1,31,0,0,2,21,1
3,0,1,4,7830,1,5,6.5,6.85, BF-007,2,1,31,0,0,2,21,1
4,0,0,4,7830,1,5,5,5.5, BF-007,2,1,31,0,0,2,21,1
1,1,1,2,7834,0,2,2.5,3.25, BM-017,2,0,33,0,0,1,169,1
2,1,0,2,7834,0,2,4.5,5.05, BM-017,2,0,33,0,0,1,169,1
3,0,1,2,7834,0,2,3,3.7, BM-017,2,0,33,0,0,1,169,1
4,0,0,2,7834,0,2,3.5,4.15, BM-017,2,0,33,0,0,1,169,1
1,1,1,3,7840,0,2,4.5,5.05, WM-009,1,0,22,0,0,1,190,1
2,1,0,3,7840,0,2,9.5,9.55, WM-009,1,0,22,0,0,1,190,1
3,0,1,3,7840,0,2,6,6.4, WM-009,1,0,22,0,0,1,190,1
4,0,0,3,7840,0,2,6,6.4, WM-009,1,0,22,0,0,1,190,1
1,1,1,10,7847,0,1,3,3.7, WM-013,1,0,30,0,0,0,130,0
2,1,0,10,7847,0,1,0.5,1.45, WM-013,1,0,30,0,0,0,130,0
3,0,1,10,7847,0,1,2,2.8, WM-013,1,0,30,0,0,0,130,0
4,0,0,10,7847,0,1,1,1.9, WM-013,1,0,30,0,0,0,130,0
1,1,1,15,7868,0,3,3.5,4.15, BF-024,2,1,37,0,0,0,190,1
2,1,0,15,7868,0,3,1,1.9, BF-024,2,1,37,0,0,0,190,1
3,0,1,15,7868,0,3,2.5,3.25, BF-024,2,1,37,0,0,0,190,1
4,0,0,15,7868,0,3,3,3.7, BF-024,2,1,37,0,0,0,190,1
1,1,1,19,787,0,4,9,9.1, LM-201,3,0,30,0,0,7,45,0
2,1,0,19,787,0,4,9.5,9.55, LM-201,3,0,30,0,0,7,45,0
3,0,1,19,787,0,4,9.5,9.55, LM-201,3,0,30,0,0,7,45,0
4,0,0,19,787,0,4,8.5,8.65, LM-201,3,0,30,0,0,7,45,0
1,1,1,15,7894,0,8,2,2.8, BM-009,2,0,20,0,0,0,35,1
2,1,0,15,7894,0,8,2,2.8, BM-009,2,0,20,0,0,0,35,1
3,0,1,15,7894,0,8,3,3.7, BM-009,2,0,20,0,0,0,35,1
4,0,0,15,7894,0,8,3.5,4.15, BM-009,2,0,20,0,0,0,35,1
1,1,1,2,7897,1,5,1,1.9, WF-001,1,1,24,0,0,0,45,0
2,1,0,2,7897,1,5,1,1.9, WF-001,1,1,24,0,0,0,45,0
3,0,1,2,7897,1,5,2.5,3.25, WF-001,1,1,24,0,0,0,45,0
4,0,0,2,7897,1,5,2,2.8, WF-001,1,1,24,0,0,0,45,0
1,1,1,16,7903,0,1,0.5,1.45, BF-203,2,1,52,0,0,0,45,0
2,1,0,16,7903,0,1,1,1.9, BF-203,2,1,52,0,0,0,45,0
3,0,1,16,7903,0,1,0.5,1.45, BF-203,2,1,52,0,0,0,45,0
4,0,0,16,7903,0,1,0,1, BF-203,2,1,52,0,0,0,45,0
1,1,1,8,7914,0,1,0.5,1.45, WM-223,1,0,55,0,0,0,133,0
2,1,0,8,7914,0,1,1,1.9, WM-223,1,0,55,0,0,0,133,0
3,0,1,8,7914,0,1,1.5,2.35, WM-223,1,0,55,0,0,0,133,0
4,0,0,8,7914,0,1,0.5,1.45, WM-223,1,0,55,0,0,0,133,0
1,1,1,15,7916,0,7,1,1.9, BM-003,2,0,25,0,0,0,89,1
2,1,0,15,7916,0,7,1.5,2.35, BM-003,2,0,25,0,0,0,89,1
3,0,1,15,7916,0,7,1.5,2.35, BM-003,2,0,25,0,0,0,89,1
4,0,0,15,7916,0,7,3,3.7, BM-003,2,0,25,0,0,0,89,1
1,1,1,2,7920,0,4,2,2.8, BM-005,2,0,22,0,0,0,289,1
2,1,0,2,7920,0,4,2,2.8, BM-005,2,0,22,0,0,0,289,1
3,0,1,2,7920,0,4,3,3.7, BM-005,2,0,22,0,0,0,289,1
4,0,0,2,7920,0,4,1.5,2.35, BM-005,2,0,22,0,0,0,289,1
1,1,1,20,7923,1,7,7.5,7.75, empty,1,0,68,0,0,7,15,1
2,1,0,20,7923,1,7,8,8.2, empty,1,0,68,0,0,7,15,1
3,0,1,20,7923,1,7,7.5,7.75, empty,1,0,68,0,0,7,15,1
4,0,0,20,7923,1,7,6,6.4, empty,1,0,68,0,0,7,15,1
1,1,1,18,7930,1,5,10,10, WM-004,1,0,22,0,0,5,45,0
2,1,0,18,7930,1,5,9,9.1, WM-004,1,0,22,0,0,5,45,0
3,0,1,18,7930,1,5,9.5,9.55, WM-004,1,0,22,0,0,5,45,0
4,0,0,18,7930,1,5,9,9.1, WM-004,1,0,22,0,0,5,45,0
1,1,1,2,794,1,5,9,9.1, BM-018,2,0,29,0,0,5,253,1
2,1,0,2,794,1,5,10,10, BM-018,2,0,29,0,0,5,253,1
3,0,1,2,794,1,5,9.5,9.55, BM-018,2,0,29,0,0,5,253,1
4,0,0,2,794,1,5,10,10, BM-018,2,0,29,0,0,5,253,1
1,1,1,20,7945,0,2,8,8.2, WM-017,1,0,26,0,0,2,313,1
2,1,0,20,7945,0,2,6.5,6.85, WM-017,1,0,26,0,0,2,313,1
3,0,1,20,7945,0,2,7,7.3, WM-017,1,0,26,0,0,2,313,1
4,0,0,20,7945,0,2,8,8.2, WM-017,1,0,26,0,0,2,313,1
1,1,1,16,7948,0,6,0.5,1.45, BM-002,2,0,27,0,0,0,89,1
2,1,0,16,7948,0,6,0.5,1.45, BM-002,2,0,27,0,0,0,89,1
3,0,1,16,7948,0,6,1.5,2.35, BM-002,2,0,27,0,0,0,89,1
4,0,0,16,7948,0,6,1.5,2.35, BM-002,2,0,27,0,0,0,89,1
1,1,1,5,7958,0,2,7,7.3, empty,1,0,58,0,0,5,283,0
2,1,0,5,7958,0,2,7.5,7.75, empty,1,0,58,0,0,5,283,0
3,0,1,5,7958,0,2,7,7.3, empty,1,0,58,0,0,5,283,0
4,0,0,5,7958,0,2,7,7.3, empty,1,0,58,0,0,5,283,0
1,1,1,13,7962,0,1,0.5,1.45, BF-024,2,1,41,0,0,0,18,1
2,1,0,13,7962,0,1,2,2.8, BF-024,2,1,41,0,0,0,18,1
3,0,1,13,7962,0,1,1.5,2.35, BF-024,2,1,41,0,0,0,18,1
4,0,0,13,7962,0,1,0.5,1.45, BF-024,2,1,41,0,0,0,18,1
1,1,1,20,7975,1,10,9,9.1, WM-015,1,0,23,8,2,11,303,1
2,1,0,20,7975,1,10,9.5,9.55, WM-015,1,0,23,8,2,11,303,1
3,0,1,20,7975,1,10,10,10, WM-015,1,0,23,8,2,11,303,1
4,0,0,20,7975,1,10,10,10, WM-015,1,0,23,8,2,11,303,1
1,1,1,6,7985,0,4,3.5,4.15, BM-017,2,0,35,0,0,0,319,1
2,1,0,6,7985,0,4,1.5,2.35, BM-017,2,0,35,0,0,0,319,1
3,0,1,6,7985,0,4,4.5,5.05, BM-017,2,0,35,0,0,0,319,1
4,0,0,6,7985,0,4,4,4.6, BM-017,2,0,35,0,0,0,319,1
1,1,1,12,7987,1,9,10,10, WM-002,1,0,29,4,1,10,58,1
2,1,0,12,7987,1,9,10,10, WM-002,1,0,29,4,1,10,58,1
3,0,1,12,7987,1,9,10,10, WM-002,1,0,29,4,1,10,58,1
4,0,0,12,7987,1,9,9.5,9.55, WM-002,1,0,29,4,1,10,58,1
1,1,1,6,800,1,8,0,1, BM-034,2,0,55,0,0,0,45,0
2,1,0,6,800,1,8,0,1, BM-034,2,0,55,0,0,0,45,0
3,0,1,6,800,1,8,1,1.9, BM-034,2,0,55,0,0,0,45,0
4,0,0,6,800,1,8,1.5,2.35, BM-034,2,0,55,0,0,0,45,0
1,1,1,13,8000,1,3,6,6.4, BF-001,2,1,26,0,0,1,10,1
2,1,0,13,8000,1,3,8,8.2, BF-001,2,1,26,0,0,1,10,1
3,0,1,13,8000,1,3,3.5,4.15, BF-001,2,1,26,0,0,1,10,1
4,0,0,13,8000,1,3,6,6.4, BF-001,2,1,26,0,0,1,10,1
1,1,1,11,8014,1,3,8,8.2, BM-218,2,0,52,0,0,7,190,0
2,1,0,11,8014,1,3,9,9.1, BM-218,2,0,52,0,0,7,190,0
3,0,1,11,8014,1,3,9.5,9.55, BM-218,2,0,52,0,0,7,190,0
4,0,0,11,8014,1,3,9,9.1, BM-218,2,0,52,0,0,7,190,0
1,1,1,8,8036,0,1,2,2.8, LM-226,3,0,42,0,0,1,128,0
2,1,0,8,8036,0,1,3,3.7, LM-226,3,0,42,0,0,1,128,0
3,0,1,8,8036,0,1,4,4.6, LM-226,3,0,42,0,0,1,128,0
4,0,0,8,8036,0,1,4,4.6, LM-226,3,0,42,0,0,1,128,0
1,1,1,18,8041,1,4,10,10, LM-206,3,0,27,0,0,6,129,1
2,1,0,18,8041,1,4,9.5,9.55, LM-206,3,0,27,0,0,6,129,1
3,0,1,18,8041,1,4,10,10, LM-206,3,0,27,0,0,6,129,1
4,0,0,18,8041,1,4,8.5,8.65, LM-206,3,0,27,0,0,6,129,1
1,1,1,8,8045,1,9,10,10, WM-003,1,0,23,0,0,6,297,1
2,1,0,8,8045,1,9,9,9.1, WM-003,1,0,23,0,0,6,297,1
3,0,1,8,8045,1,9,8.5,8.65, WM-003,1,0,23,0,0,6,297,1
4,0,0,8,8045,1,9,10,10, WM-003,1,0,23,0,0,6,297,1
1,1,1,2,8046,1,10,9.5,9.55, BM-010,2,0,27,0,0,13,246,1
2,1,0,2,8046,1,10,9.5,9.55, BM-010,2,0,27,0,0,13,246,1
3,0,1,2,8046,1,10,10,10, BM-010,2,0,27,0,0,13,246,1
4,0,0,2,8046,1,10,9,9.1, BM-010,2,0,27,0,0,13,246,1
1,1,1,6,8054,0,4,9.5,9.55, BM-212,2,0,53,0,0,5,49,1
2,1,0,6,8054,0,4,8,8.2, BM-212,2,0,53,0,0,5,49,1
3,0,1,6,8054,0,4,9,9.1, BM-212,2,0,53,0,0,5,49,1
4,0,0,6,8054,0,4,8.5,8.65, BM-212,2,0,53,0,0,5,49,1
1,1,1,14,8060,0,1,0.5,1.45, empty,1,0,62,0,0,0,303,1
2,1,0,14,8060,0,1,1,1.9, empty,1,0,62,0,0,0,303,1
3,0,1,14,8060,0,1,1,1.9, empty,1,0,62,0,0,0,303,1
4,0,0,14,8060,0,1,0.5,1.45, empty,1,0,62,0,0,0,303,1
1,1,1,9,807,0,9,0.5,1.45, WM-006,1,0,23,0,0,0,45,0
2,1,0,9,807,0,9,1,1.9, WM-006,1,0,23,0,0,0,45,0
3,0,1,9,807,0,9,1,1.9, WM-006,1,0,23,0,0,0,45,0
4,0,0,9,807,0,9,2,2.8, WM-006,1,0,23,0,0,0,45,0
1,1,1,3,8099,0,1,1.5,2.35, WM-003,1,0,28,0,0,0,45,0
2,1,0,3,8099,0,1,1.5,2.35, WM-003,1,0,28,0,0,0,45,0
3,0,1,3,8099,0,1,1,1.9, WM-003,1,0,28,0,0,0,45,0
4,0,0,3,8099,0,1,2.5,3.25, WM-003,1,0,28,0,0,0,45,0
1,1,1,1,8104,0,6,9.5,9.55, BF-202,2,1,42,0,0,16,336,1
2,1,0,1,8104,0,6,9.5,9.55, BF-202,2,1,42,0,0,16,336,1
3,0,1,1,8104,0,6,10,10, BF-202,2,1,42,0,0,16,336,1
4,0,0,1,8104,0,6,10,10, BF-202,2,1,42,0,0,16,336,1
1,1,1,12,8107,0,1,1,1.9, WF-221,1,1,49,0,0,1,208,0
2,1,0,12,8107,0,1,1,1.9, WF-221,1,1,49,0,0,1,208,0
3,0,1,12,8107,0,1,0.5,1.45, WF-221,1,1,49,0,0,1,208,0
4,0,0,12,8107,0,1,2,2.8, WF-221,1,1,49,0,0,1,208,0
1,1,1,18,8111,1,8,9,9.1, BM-024,2,0,27,0,0,4,268,1
2,1,0,18,8111,1,8,9.5,9.55, BM-024,2,0,27,0,0,4,268,1
3,0,1,18,8111,1,8,9,9.1, BM-024,2,0,27,0,0,4,268,1
4,0,0,18,8111,1,8,8.5,8.65, BM-024,2,0,27,0,0,4,268,1
1,1,1,9,8118,0,6,6.5,6.85, BM-011,2,0,34,0,0,4,283,0
2,1,0,9,8118,0,6,5.5,5.95, BM-011,2,0,34,0,0,4,283,0
3,0,1,9,8118,0,6,8.5,8.65, BM-011,2,0,34,0,0,4,283,0
4,0,0,9,8118,0,6,7.5,7.75, BM-011,2,0,34,0,0,4,283,0
1,1,1,14,8129,1,9,9,9.1, BM-024,2,0,27,0,0,5,306,1
2,1,0,14,8129,1,9,9.5,9.55, BM-024,2,0,27,0,0,5,306,1
3,0,1,14,8129,1,9,9.5,9.55, BM-024,2,0,27,0,0,5,306,1
4,0,0,14,8129,1,9,9,9.1, BM-024,2,0,27,0,0,5,306,1
1,1,1,14,8140,1,10,9.5,9.55, BM-018,2,0,31,3,0,16,129,1
2,1,0,14,8140,1,10,10,10, BM-018,2,0,31,3,0,16,129,1
3,0,1,14,8140,1,10,9.5,9.55, BM-018,2,0,31,3,0,16,129,1
4,0,0,14,8140,1,10,9.5,9.55, BM-018,2,0,31,3,0,16,129,1
1,1,1,1,8141,0,4,0.5,1.45, WM-001,1,0,21,0,0,0,400,1
2,1,0,1,8141,0,4,1,1.9, WM-001,1,0,21,0,0,0,400,1
3,0,1,1,8141,0,4,0,1, WM-001,1,0,21,0,0,0,400,1
4,0,0,1,8141,0,4,1,1.9, WM-001,1,0,21,0,0,0,400,1
1,1,1,19,8149,0,3,8,8.2, WM-009,1,0,27,0,0,3,423,0
2,1,0,19,8149,0,3,8.5,8.65, WM-009,1,0,27,0,0,3,423,0
3,0,1,19,8149,0,3,7.5,7.75, WM-009,1,0,27,0,0,3,423,0
4,0,0,19,8149,0,3,9,9.1, WM-009,1,0,27,0,0,3,423,0
1,1,1,2,8162,0,2,0.5,1.45, AM-215,4,0,48,0,0,0,15,1
2,1,0,2,8162,0,2,3,3.7, AM-215,4,0,48,0,0,0,15,1
3,0,1,2,8162,0,2,2,2.8, AM-215,4,0,48,0,0,0,15,1
4,0,0,2,8162,0,2,2,2.8, AM-215,4,0,48,0,0,0,15,1
1,1,1,7,8171,0,2,1,1.9, WM-201,1,0,38,0,0,0,374,0
2,1,0,7,8171,0,2,2.5,3.25, WM-201,1,0,38,0,0,0,374,0
3,0,1,7,8171,0,2,1,1.9, WM-201,1,0,38,0,0,0,374,0
4,0,0,7,8171,0,2,1,1.9, WM-201,1,0,38,0,0,0,374,0
1,1,1,6,8188,0,10,9,9.1, WM-004,1,0,26,0,0,3,45,0
2,1,0,6,8188,0,10,9,9.1, WM-004,1,0,26,0,0,3,45,0
3,0,1,6,8188,0,10,9,9.1, WM-004,1,0,26,0,0,3,45,0
4,0,0,6,8188,0,10,9.5,9.55, WM-004,1,0,26,0,0,3,45,0
1,1,1,17,8191,0,4,1.5,2.35, BM-037,2,0,21,0,0,0,49,1
2,1,0,17,8191,0,4,2,2.8, BM-037,2,0,21,0,0,0,49,1
3,0,1,17,8191,0,4,3,3.7, BM-037,2,0,21,0,0,0,49,1
4,0,0,17,8191,0,4,4,4.6, BM-037,2,0,21,0,0,0,49,1
1,1,1,18,8205,1,2,1.5,2.35, WM-018,1,0,41,0,0,0,253,1
2,1,0,18,8205,1,2,3,3.7, WM-018,1,0,41,0,0,0,253,1
3,0,1,18,8205,1,2,2.5,3.25, WM-018,1,0,41,0,0,0,253,1
4,0,0,18,8205,1,2,2,2.8, WM-018,1,0,41,0,0,0,253,1
1,1,1,20,8207,1,2,6.5,6.85, WM-002,1,0,31,0,0,3,45,0
2,1,0,20,8207,1,2,5.5,5.95, WM-002,1,0,31,0,0,3,45,0
3,0,1,20,8207,1,2,8.5,8.65, WM-002,1,0,31,0,0,3,45,0
4,0,0,20,8207,1,2,9,9.1, WM-002,1,0,31,0,0,3,45,0
1,1,1,15,8223,0,10,9.5,9.55, WF-008,1,1,31,0,0,14,297,1
2,1,0,15,8223,0,10,10,10, WF-008,1,1,31,0,0,14,297,1
3,0,1,15,8223,0,10,10,10, WF-008,1,1,31,0,0,14,297,1
4,0,0,15,8223,0,10,9.5,9.55, WF-008,1,1,31,0,0,14,297,1
1,1,1,14,8239,0,10,9.5,9.55, BM-005,2,0,28,0,0,7,190,1
2,1,0,14,8239,0,10,9.5,9.55, BM-005,2,0,28,0,0,7,190,1
3,0,1,14,8239,0,10,9.5,9.55, BM-005,2,0,28,0,0,7,190,1
4,0,0,14,8239,0,10,9,9.1, BM-005,2,0,28,0,0,7,190,1
1,1,1,6,8248,1,7,9,9.1, WM-006,1,0,28,0,0,5,45,0
2,1,0,6,8248,1,7,10,10, WM-006,1,0,28,0,0,5,45,0
3,0,1,6,8248,1,7,9.5,9.55, WM-006,1,0,28,0,0,5,45,0
4,0,0,6,8248,1,7,9,9.1, WM-006,1,0,28,0,0,5,45,0
1,1,1,9,8253,0,3,0.5,1.45, BM-032,2,0,29,0,0,0,45,0
2,1,0,9,8253,0,3,1,1.9, BM-032,2,0,29,0,0,0,45,0
3,0,1,9,8253,0,3,0,1, BM-032,2,0,29,0,0,0,45,0
4,0,0,9,8253,0,3,0.5,1.45, BM-032,2,0,29,0,0,0,45,0
1,1,1,11,8258,1,7,10,10, BM-002,2,0,26,0,0,6,55,1
2,1,0,11,8258,1,7,9.5,9.55, BM-002,2,0,26,0,0,6,55,1
3,0,1,11,8258,1,7,9,9.1, BM-002,2,0,26,0,0,6,55,1
4,0,0,11,8258,1,7,9,9.1, BM-002,2,0,26,0,0,6,55,1
1,1,1,9,8259,0,1,0,1, empty,2,0,58,0,0,0,169,1
2,1,0,9,8259,0,1,1,1.9, empty,2,0,58,0,0,0,169,1
3,0,1,9,8259,0,1,0.5,1.45, empty,2,0,58,0,0,0,169,1
4,0,0,9,8259,0,1,0.5,1.45, empty,2,0,58,0,0,0,169,1
1,1,1,13,8264,1,3,4,4.6, BM-011,2,0,30,0,0,1,49,1
2,1,0,13,8264,1,3,6,6.4, BM-011,2,0,30,0,0,1,49,1
3,0,1,13,8264,1,3,4.5,5.05, BM-011,2,0,30,0,0,1,49,1
4,0,0,13,8264,1,3,2.5,3.25, BM-011,2,0,30,0,0,1,49,1
1,1,1,1,8267,1,3,8,8.2, BM-034,2,0,46,0,0,3,371,1
2,1,0,1,8267,1,3,8,8.2, BM-034,2,0,46,0,0,3,371,1
3,0,1,1,8267,1,3,9,9.1, BM-034,2,0,46,0,0,3,371,1
4,0,0,1,8267,1,3,7,7.3, BM-034,2,0,46,0,0,3,371,1
1,1,1,8,8278,1,6,6,6.4, BM-212,2,0,53,0,0,3,18,1
2,1,0,8,8278,1,6,4,4.6, BM-212,2,0,53,0,0,3,18,1
3,0,1,8,8278,1,6,7.5,7.75, BM-212,2,0,53,0,0,3,18,1
4,0,0,8,8278,1,6,7.5,7.75, BM-212,2,0,53,0,0,3,18,1
1,1,1,13,8285,1,6,10,10, BM-001,2,0,28,0,0,8,45,0
2,1,0,13,8285,1,6,9,9.1, BM-001,2,0,28,0,0,8,45,0
3,0,1,13,8285,1,6,9,9.1, BM-001,2,0,28,0,0,8,45,0
4,0,0,13,8285,1,6,8.5,8.65, BM-001,2,0,28,0,0,8,45,0
1,1,1,8,829,1,10,10,10, WM-017,1,0,22,1,0,6,306,1
2,1,0,8,829,1,10,9.5,9.55, WM-017,1,0,22,1,0,6,306,1
3,0,1,8,829,1,10,9,9.1, WM-017,1,0,22,1,0,6,306,1
4,0,0,8,829,1,10,9.5,9.55, WM-017,1,0,22,1,0,6,306,1
1,1,1,9,8292,1,10,10,10, BM-005,2,0,28,0,8,12,306,1
2,1,0,9,8292,1,10,9.5,9.55, BM-005,2,0,28,0,8,12,306,1
3,0,1,9,8292,1,10,10,10, BM-005,2,0,28,0,8,12,306,1
4,0,0,9,8292,1,10,9.5,9.55, BM-005,2,0,28,0,8,12,306,1
1,1,1,9,8306,1,9,9,9.1, BM-012,2,0,43,0,0,15,337,0
2,1,0,9,8306,1,9,9.5,9.55, BM-012,2,0,43,0,0,15,337,0
3,0,1,9,8306,1,9,9,9.1, BM-012,2,0,43,0,0,15,337,0
4,0,0,9,8306,1,9,10,10, BM-012,2,0,43,0,0,15,337,0
1,1,1,1,8307,0,6,7,7.3, BF-203,2,1,53,0,0,5,413,1
2,1,0,1,8307,0,6,7.5,7.75, BF-203,2,1,53,0,0,5,413,1
3,0,1,1,8307,0,6,9,9.1, BF-203,2,1,53,0,0,5,413,1
4,0,0,1,8307,0,6,7.5,7.75, BF-203,2,1,53,0,0,5,413,1
1,1,1,12,8308,1,7,9.5,9.55, BM-002,2,0,27,1,0,6,203,1
2,1,0,12,8308,1,7,9.5,9.55, BM-002,2,0,27,1,0,6,203,1
3,0,1,12,8308,1,7,10,10, BM-002,2,0,27,1,0,6,203,1
4,0,0,12,8308,1,7,8.5,8.65, BM-002,2,0,27,1,0,6,203,1
1,1,1,14,8354,1,8,9.5,9.55, WM-002,1,0,29,1,0,9,379,1
2,1,0,14,8354,1,8,10,10, WM-002,1,0,29,1,0,9,379,1
3,0,1,14,8354,1,8,9.5,9.55, WM-002,1,0,29,1,0,9,379,1
4,0,0,14,8354,1,8,10,10, WM-002,1,0,29,1,0,9,379,1
1,1,1,13,8355,0,4,4.5,5.05, BM-015,2,0,28,0,0,2,246,1
2,1,0,13,8355,0,4,7.5,7.75, BM-015,2,0,28,0,0,2,246,1
3,0,1,13,8355,0,4,8,8.2, BM-015,2,0,28,0,0,2,246,1
4,0,0,13,8355,0,4,5,5.5, BM-015,2,0,28,0,0,2,246,1
1,1,1,18,8358,0,6,1,1.9, BF-002,2,1,21,0,0,0,418,1
2,1,0,18,8358,0,6,1,1.9, BF-002,2,1,21,0,0,0,418,1
3,0,1,18,8358,0,6,1,1.9, BF-002,2,1,21,0,0,0,418,1
4,0,0,18,8358,0,6,0.5,1.45, BF-002,2,1,21,0,0,0,418,1
1,1,1,19,837,1,6,4.5,5.05, WM-248,1,0,46,0,0,2,297,1
2,1,0,19,837,1,6,3.5,4.15, WM-248,1,0,46,0,0,2,297,1
3,0,1,19,837,1,6,4,4.6, WM-248,1,0,46,0,0,2,297,1
4,0,0,19,837,1,6,3.5,4.15, WM-248,1,0,46,0,0,2,297,1
1,1,1,14,8379,0,1,0.5,1.45, empty,4,0,76,0,0,0,16,1
2,1,0,14,8379,0,1,1,1.9, empty,4,0,76,0,0,0,16,1
3,0,1,14,8379,0,1,0.5,1.45, empty,4,0,76,0,0,0,16,1
4,0,0,14,8379,0,1,0,1, empty,4,0,76,0,0,0,16,1
1,1,1,2,838,0,3,2.5,3.25, BM-025,2,0,44,0,0,1,333,0
2,1,0,2,838,0,3,1.5,2.35, BM-025,2,0,44,0,0,1,333,0
3,0,1,2,838,0,3,3,3.7, BM-025,2,0,44,0,0,1,333,0
4,0,0,2,838,0,3,1,1.9, BM-025,2,0,44,0,0,1,333,0
1,1,1,11,8403,1,4,1,1.9, BM-009,2,0,19,0,0,0,336,1
2,1,0,11,8403,1,4,2.5,3.25, BM-009,2,0,19,0,0,0,336,1
3,0,1,11,8403,1,4,2.5,3.25, BM-009,2,0,19,0,0,0,336,1
