campaignNumber,blockID,defID,imageBW,imageID,groundTruth,compasScore,turkerScore1to10,defAge,defGender,defRace,defJuvFelCount,defJuvMisdCount,defPriorsCount,defChargeID,defChargeDegree
study2,22,5500,1, empty2,0,4,8.65,72,0,1,0,0,7,344,1
study2,22,6189,0, BF-203,0,2,5.05,46,1,1,0,0,1,167,1
study2,22,6189,1, WF-221,0,2,5.05,46,1,1,0,0,1,167,1
study2,22,6207,0, BM-025,1,8,2.35,38,0,2,0,0,0,145,0
study2,22,6207,1, WM-201,1,8,1,38,0,2,0,0,0,145,0
study2,22,6240,0, BM-212,0,1,5.05,50,0,2,0,0,0,306,1
study2,22,6240,1, WM-223,0,1,3.25,50,0,2,0,0,0,306,1
study2,22,6884,0, BM-017,0,8,3.25,29,0,1,0,0,0,18,1
study2,22,6884,1, WM-012,0,8,4.6,29,0,1,0,0,0,18,1
study2,22,7032,0, empty2,0,2,5.05,58,1,1,0,0,1,134,0
study2,22,7032,1, empty2,0,2,4.6,58,1,1,0,0,1,134,0
study2,22,8162,0, BM-213,0,2,3.25,48,0,4,0,0,0,15,1
study2,22,8162,1, WM-248,0,2,6.4,48,0,4,0,0,0,15,1
study2,22,9407,0, BM-021,0,7,9.1,40,0,2,0,0,20,129,1
study2,22,9407,1, WM-023,0,7,9.1,40,0,2,0,0,20,129,1
study2,22,9634,0, BM-001,0,3,9.55,24,0,3,0,0,2,212,1
study2,22,9634,1, WM-003,0,3,10,24,0,3,0,0,2,212,1
study2,22,10220,0, BM-005,0,3,4.6,24,0,2,0,0,1,246,1
study2,22,10220,1, WM-009,0,3,5.5,24,0,2,0,0,1,246,1
study2,22,10423,0, BM-003,1,2,7.75,28,0,1,0,0,2,377,1
study2,22,10423,1, WM-006,1,2,8.65,28,0,1,0,0,2,377,1
study2,22,10748,0, BM-206,0,1,5.5,44,0,1,0,0,1,45,0
study2,22,10748,1, WM-258,0,1,5.95,44,0,1,0,0,1,45,0
study2,23,505,0, BM-018,0,1,2.35,29,0,2,0,0,0,15,1
study2,23,505,1, WM-013,0,1,4.15,29,0,2,0,0,0,15,1
study2,23,526,0, BF-002,0,6,5.5,21,1,1,0,0,0,306,1
study2,23,526,1, WF-022,0,6,4.6,21,1,1,0,0,0,306,1
study2,23,1159,0, BF-203,0,1,1.9,53,1,2,0,0,0,172,1
study2,23,1159,1, WF-221,0,1,1.45,53,1,2,0,0,0,172,1
study2,23,1286,0, BM-010,1,4,9.1,24,0,1,0,2,3,129,1
study2,23,1286,1, WM-010,1,4,9.1,24,0,1,0,2,3,129,1
study2,23,1833,0, BM-002,0,3,2.8,24,0,4,0,0,0,404,1
study2,23,1833,1, WM-004,0,3,1.9,24,0,4,0,0,0,404,1
study2,23,2572,0, BF-005,1,5,7.75,28,1,2,0,0,2,297,1
study2,23,2572,1, WF-006,1,5,8.65,28,1,2,0,0,2,297,1
study2,23,3234,0, BM-025,0,1,10,39,0,1,0,0,8,15,1
study2,23,3234,1, WM-201,0,1,10,39,0,1,0,0,8,15,1
study2,23,3510,0, BM-021,1,9,9.55,36,0,1,1,0,10,45,0
study2,23,3510,1, WM-023,1,9,9.55,36,0,1,1,0,10,45,0
study2,23,4461,0, empty2,0,1,8.65,64,0,1,0,0,8,129,1
study2,23,4461,1, empty2,0,1,8.65,64,0,1,0,0,8,129,1
study2,23,4703,0, BM-001,1,2,3.25,25,0,3,0,0,0,246,1
study2,23,4703,1, WM-003,1,2,3.25,25,0,3,0,0,0,246,1
study2,23,5213,0, BM-017,0,2,8.2,33,0,3,0,0,3,127,0
study2,23,5213,1, WM-012,0,2,7.75,33,0,3,0,0,3,127,0
study2,23,5217,0, BM-012,1,1,1.9,37,0,2,0,0,0,169,1
study2,23,5217,1, WM-018,1,1,3.25,37,0,2,0,0,0,169,1
study2,23,5352,0, BM-003,1,2,2.35,24,0,2,0,0,0,128,0
study2,23,5352,1, WM-006,1,2,3.25,24,0,2,0,0,0,128,0
study2,23,5917,0, BM-011,1,4,4.15,32,0,2,0,0,1,132,0
study2,23,5917,1, WM-011,1,4,4.15,32,0,2,0,0,1,132,0
study2,23,7219,0, BM-029,0,4,8.65,32,0,2,0,0,3,186,1
study2,23,7219,1, WM-020,0,4,9.55,32,0,2,0,0,3,186,1
study2,23,7224,0, BM-005,1,3,4.6,24,0,2,0,0,1,169,1
study2,23,7224,1, WM-009,1,3,5.95,24,0,2,0,0,1,169,1
study2,23,8528,0, BM-022,0,2,4.6,32,0,2,0,0,1,159,1
study2,23,8528,1, WM-016,0,2,6.4,32,0,2,0,0,1,159,1
study2,23,9428,0, BM-034,0,2,9.55,52,0,1,0,0,7,45,0
study2,23,9428,1, WM-221,0,2,10,52,0,1,0,0,7,45,0
study2,23,9690,0, BF-004,0,2,3.25,26,1,2,0,0,0,144,0
study2,23,9690,1, WF-005,0,2,3.25,26,1,2,0,0,0,144,0
study2,23,9844,0, BM-212,1,1,6.85,51,0,1,0,0,2,190,1
study2,23,9844,1, WM-223,1,1,6.4,51,0,1,0,0,2,190,1
study2,23,10390,0, BM-004,1,4,8.65,29,0,1,0,0,3,306,1
study2,23,10390,1, WM-002,1,4,8.65,29,0,1,0,0,3,306,1
study2,23,10762,0, BF-001,0,4,4.15,26,1,3,0,0,1,130,0
study2,23,10762,1, WF-001,0,4,4.6,26,1,3,0,0,1,130,0
study2,23,10783,0, empty2,0,1,1.45,66,0,1,0,0,0,45,0
study2,23,10783,1, empty2,0,1,1.45,66,0,1,0,0,0,45,0
study2,23,10824,0, BF-003,1,4,5.95,23,1,2,0,0,1,58,1
study2,23,10824,1, WF-003,1,4,6.85,23,1,2,0,0,1,58,1
study2,23,10919,0, BM-020,1,6,9.1,35,0,2,0,0,12,45,0
study2,23,10919,1, WM-014,1,6,9.55,35,0,2,0,0,12,45,0
study2,24,42,0, BM-018,1,8,9.1,32,0,2,0,0,4,36,1
study2,24,42,1, WM-013,1,8,8.2,32,0,2,0,0,4,36,1
study2,24,685,0, BF-203,1,10,5.95,46,1,2,0,0,2,190,1
study2,24,685,1, WF-221,1,10,5.5,46,1,2,0,0,2,190,1
study2,24,1166,0, BM-003,1,9,8.65,27,0,2,0,0,4,246,1
study2,24,1166,1, WM-006,1,9,9.55,27,0,2,0,0,4,246,1
study2,24,2228,0, BM-009,1,4,10,19,0,2,0,2,3,190,1
study2,24,2228,1, WM-001,1,4,9.55,19,0,2,0,2,3,190,1
study2,24,4117,0, BF-211,0,1,3.25,48,1,1,0,0,1,133,0
study2,24,4117,1, WF-237,0,1,3.7,48,1,1,0,0,1,133,0
study2,24,4290,0, BM-004,0,1,2.8,29,0,2,0,0,1,374,0
study2,24,4290,1, WM-002,0,1,3.25,29,0,2,0,0,1,374,0
study2,24,5985,0, empty2,0,1,1.45,65,0,1,0,0,0,134,0
study2,24,5985,1, empty2,0,1,1,65,0,1,0,0,0,134,0
study2,24,6171,0, BF-202,0,1,2.35,45,1,2,0,0,1,129,1
study2,24,6171,1, WF-216,0,1,3.25,45,1,2,0,0,1,129,1
study2,24,7199,0, BM-013,0,6,4.6,28,0,2,0,0,1,186,1
study2,24,7199,1, WM-015,0,6,2.8,28,0,2,0,0,1,186,1
study2,24,7437,0, BF-007,1,10,9.55,29,1,1,0,0,20,129,1
study2,24,7437,1, WF-002,1,10,8.65,29,1,1,0,0,20,129,1
study2,24,7517,0, BF-024,0,1,1.45,41,1,2,0,0,0,45,0
study2,24,7517,1, WF-014,0,1,1.45,41,1,2,0,0,0,45,0
study2,24,7830,0, BF-009,1,5,5.95,31,1,2,0,0,2,21,1
study2,24,7830,1, WF-008,1,5,6.4,31,1,2,0,0,2,21,1
study2,24,8532,0, BM-017,0,2,6.85,30,0,2,0,0,1,15,1
study2,24,8532,1, WM-012,0,2,5.95,30,0,2,0,0,1,15,1
study2,24,9328,0, BF-027,0,1,1.9,41,1,3,0,0,0,190,1
study2,24,9328,1, WF-026,0,1,1.45,41,1,3,0,0,0,190,1
study2,24,9336,0, BM-002,0,4,8.2,26,0,2,0,0,5,129,1
study2,24,9336,1, WM-004,0,4,9.1,26,0,2,0,0,5,129,1
study2,24,9399,0, BM-025,1,3,8.2,43,0,3,0,0,3,45,0
study2,24,9399,1, WM-201,1,3,6.4,43,0,3,0,0,3,45,0
study2,24,9467,0, BM-001,1,7,2.35,22,0,2,0,0,0,280,1
study2,24,9467,1, WM-003,1,7,3.25,22,0,2,0,0,0,280,1
study2,24,9586,0, BF-001,1,5,1.9,22,1,2,0,0,0,45,0
study2,24,9586,1, WF-001,1,5,2.35,22,1,2,0,0,0,45,0
study2,24,9609,0, BF-010,1,5,9.55,32,1,3,0,0,8,326,0
study2,24,9609,1, WF-018,1,5,9.55,32,1,3,0,0,8,326,0
study2,24,9686,0, BM-010,0,4,2.35,24,0,2,0,0,0,280,1
study2,24,9686,1, WM-010,0,4,2.8,24,0,2,0,0,0,280,1
study2,24,9820,0, BM-020,0,4,6.85,29,0,2,0,0,2,242,0
study2,24,9820,1, WM-014,0,4,5.95,29,0,2,0,0,2,242,0
study2,24,10137,0, BM-011,0,7,1.9,32,0,2,0,0,0,21,1
study2,24,10137,1, WM-011,0,7,2.35,32,0,2,0,0,0,21,1
study2,24,10150,0, BM-005,1,2,8.2,28,0,2,0,0,3,242,0
study2,24,10150,1, WM-009,1,2,8.2,28,0,2,0,0,3,242,0
study2,24,10591,0, BM-012,1,5,8.65,40,0,1,0,0,4,190,1
study2,24,10591,1, WM-018,1,5,7.75,40,0,1,0,0,4,190,1
study2,24,10700,0, BM-021,1,10,9.55,36,0,2,1,2,14,306,1
study2,24,10700,1, WM-023,1,10,10,36,0,2,1,2,14,306,1
study2,25,1059,0, BM-003,0,6,5.95,24,0,2,0,0,1,45,0
study2,25,1059,1, WM-006,0,6,5.5,24,0,2,0,0,1,45,0
study2,25,1160,0, BF-001,0,7,4.6,23,1,2,0,0,0,10,1
study2,25,1160,1, WF-001,0,7,4.6,23,1,2,0,0,0,10,1
study2,25,1870,0, BM-037,0,3,5.95,20,0,2,0,0,0,71,1
study2,25,1870,1, WM-025,0,3,4.15,20,0,2,0,0,0,71,1
study2,25,2502,0, BM-025,0,1,3.25,45,0,3,0,0,0,186,1
study2,25,2502,1, WM-201,0,1,3.25,45,0,3,0,0,0,186,1
study2,25,2533,0, BM-036,1,6,3.7,19,0,1,0,0,0,45,0
study2,25,2533,1, WM-024,1,6,4.15,19,0,1,0,0,0,45,0
study2,25,2586,0, BM-021,0,1,6.4,40,0,1,0,0,1,42,1
study2,25,2586,1, WM-023,0,1,6.4,40,0,1,0,0,1,42,1
study2,25,2790,0, BM-033,0,4,2.8,43,0,1,0,0,0,134,0
study2,25,2790,1, WM-220,0,4,3.25,43,0,1,0,0,0,134,0
study2,25,3322,0, BM-005,1,4,5.05,22,0,2,0,0,0,190,1
study2,25,3322,1, WM-009,1,4,3.7,22,0,2,0,0,0,190,1
study2,25,3602,0, BM-011,1,8,9.1,35,0,2,0,0,10,426,0
study2,25,3602,1, WM-011,1,8,9.55,35,0,2,0,0,10,426,0
study2,25,4122,0, BF-003,0,6,2.8,25,1,1,0,0,0,1,1
study2,25,4122,1, WF-003,0,6,3.25,25,1,1,0,0,0,1,1
study2,25,4444,0, BF-004,0,10,8.2,25,1,1,0,0,2,140,1
study2,25,4444,1, WF-005,0,10,8.2,25,1,1,0,0,2,140,1
study2,25,4724,0, empty2,1,1,2.35,64,1,2,0,0,1,337,0
study2,25,4724,1, empty2,1,1,2.8,64,1,2,0,0,1,337,0
study2,25,5433,0, BF-002,1,8,6.4,20,1,2,0,0,1,175,1
study2,25,5433,1, WF-022,1,8,6.4,20,1,2,0,0,1,175,1
study2,25,6096,0, BM-009,1,9,5.95,20,0,2,0,0,1,21,0
study2,25,6096,1, WM-001,1,9,5.95,20,0,2,0,0,1,21,0
study2,25,6170,0, BM-004,1,9,10,29,0,2,0,1,8,45,0
study2,25,6170,1, WM-002,1,9,9.55,29,0,2,0,1,8,45,0
study2,25,6251,0, BM-017,0,4,7.75,33,0,2,0,0,5,172,1
study2,25,6251,1, WM-012,0,4,9.55,33,0,2,0,0,5,172,1
study2,25,6377,0, BM-001,1,7,8.2,27,0,1,0,0,2,278,1
study2,25,6377,1, WM-003,1,7,8.2,27,0,1,0,0,2,278,1
study2,25,6586,0, BF-211,1,5,8.65,53,1,1,0,0,6,306,1
study2,25,6586,1, WF-237,1,5,9.55,53,1,1,0,0,6,306,1
study2,25,7958,0, empty2,0,2,6.85,58,0,1,0,0,5,283,0
study2,25,7958,1, empty2,0,2,6.85,58,0,1,0,0,5,283,0
study2,25,9357,0, BM-012,0,4,9.55,36,0,2,0,0,6,45,0
study2,25,9357,1, WM-018,0,4,9.55,36,0,2,0,0,6,45,0
study2,25,9617,0, BM-002,1,4,9.1,27,0,2,0,0,4,268,1
study2,25,9617,1, WM-004,1,4,9.55,27,0,2,0,0,4,268,1
study2,25,9833,0, empty2,0,1,3.25,67,0,1,0,0,0,97,1
study2,25,9833,1, empty2,0,1,3.25,67,0,1,0,0,0,97,1
study2,25,10076,0, BM-201,0,4,9.1,21,0,2,0,0,2,190,1
study2,25,10076,1, WM-035,0,4,9.55,21,0,2,0,0,2,190,1
study2,25,10401,0, BF-203,0,1,2.8,47,1,1,0,0,0,45,0
study2,25,10401,1, WF-221,0,1,1.9,47,1,1,0,0,0,45,0
study2,25,10706,0, BM-044,0,7,2.8,42,0,2,0,0,0,283,0
study2,25,10706,1, WM-225,0,7,1,42,0,2,0,0,0,283,0
study2,26,227,0, BF-007,1,3,3.25,31,1,2,0,0,0,319,1
study2,26,227,1, WF-002,1,3,2.8,31,1,2,0,0,0,319,1
study2,26,552,0, BM-015,1,6,5.95,22,0,1,0,0,2,283,0
study2,26,552,1, WM-017,1,6,7.3,22,0,1,0,0,2,283,0
study2,26,2476,0, BM-019,1,8,8.65,26,0,2,0,1,13,129,1
study2,26,2476,1, WM-026,1,8,9.1,26,0,2,0,1,13,129,1
study2,26,2605,0, BM-044,0,8,2.8,45,0,3,0,0,1,426,0
study2,26,2605,1, WM-225,0,8,5.05,45,0,3,0,0,1,426,0
study2,26,2758,0, BM-016,0,2,2.8,25,0,2,0,0,0,271,1
study2,26,2758,1, WM-019,0,2,2.35,25,0,2,0,0,0,271,1
study2,26,3215,0, BM-213,0,1,2.35,52,0,1,0,0,0,128,0
study2,26,3215,1, WM-248,0,1,1.9,52,0,1,0,0,0,128,0
study2,26,3289,0, BM-025,0,6,10,38,0,2,0,0,15,16,1
study2,26,3289,1, WM-201,0,6,10,38,0,2,0,0,15,16,1
study2,26,3790,0, BM-011,0,3,4.15,29,0,1,0,0,1,306,1
study2,26,3790,1, WM-011,0,3,5.95,29,0,1,0,0,1,306,1
study2,26,4637,0, BM-021,1,1,5.95,36,0,2,0,0,2,129,1
study2,26,4637,1, WM-023,1,1,4.6,36,0,2,0,0,2,129,1
study2,26,4907,0, BM-018,1,9,8.65,31,0,2,2,1,16,190,1
study2,26,4907,1, WM-013,1,9,9.55,31,0,2,2,1,16,190,1
study2,26,5134,0, BM-002,1,9,9.1,27,0,1,0,0,18,175,1
study2,26,5134,1, WM-004,1,9,8.65,27,0,1,0,0,18,175,1
study2,26,5330,0, BM-017,1,1,2.35,29,0,2,0,0,0,134,0
study2,26,5330,1, WM-012,1,1,2.8,29,0,2,0,0,0,134,0
study2,26,5852,0, BF-203,0,1,3.25,55,1,2,0,0,1,246,1
study2,26,5852,1, WF-221,0,1,3.25,55,1,2,0,0,1,246,1
study2,26,5923,0, BM-004,0,2,6.4,29,0,1,0,0,2,169,1
study2,26,5923,1, WM-002,0,2,8.2,29,0,1,0,0,2,169,1
study2,26,6229,0, BM-012,1,5,8.2,38,0,1,0,0,5,176,0
study2,26,6229,1, WM-018,1,5,9.1,38,0,1,0,0,5,176,0
study2,26,6379,0, BM-001,0,6,5.95,22,0,1,0,0,1,253,1
study2,26,6379,1, WM-003,0,6,4.6,22,0,1,0,0,1,253,1
study2,26,7259,0, BM-003,0,5,8.2,26,0,1,0,0,5,31,0
study2,26,7259,1, WM-006,0,5,9.1,26,0,1,0,0,5,31,0
study2,26,8881,0, BM-033,1,10,2.35,40,0,2,0,0,0,306,1
study2,26,8881,1, WM-220,1,10,3.25,40,0,2,0,0,0,306,1
study2,26,8882,0, BM-010,1,9,7.3,22,0,2,0,0,2,423,0
study2,26,8882,1, WM-010,1,9,9.1,22,0,2,0,0,2,423,0
study2,26,9405,0, BF-024,1,10,9.1,38,1,2,0,0,7,190,1
study2,26,9405,1, WF-014,1,10,9.55,38,1,2,0,0,7,190,1
study2,26,9437,0, BM-013,0,9,6.4,23,0,3,0,1,2,190,1
study2,26,9437,1, WM-015,0,9,8.65,23,0,3,0,1,2,190,1
study2,26,9830,0, BM-034,0,2,2.8,48,0,1,0,0,0,306,1
study2,26,9830,1, WM-221,0,2,2.8,48,0,1,0,0,0,306,1
study2,26,10008,0, BM-005,1,4,5.5,28,0,1,0,0,1,268,1
study2,26,10008,1, WM-009,1,4,5.05,28,0,1,0,0,1,268,1
study2,26,10491,0, BM-020,0,3,3.7,29,0,1,0,0,1,45,0
study2,26,10491,1, WM-014,0,3,4.15,29,0,1,0,0,1,45,0
study2,26,10878,0, BM-212,1,6,6.85,47,0,3,0,0,3,127,0
study2,26,10878,1, WM-223,1,6,6.4,47,0,3,0,0,3,127,0
study2,27,332,0, BF-007,0,7,6.85,30,1,2,0,0,2,190,1
study2,27,332,1, WF-002,0,7,7.75,30,1,2,0,0,2,190,1
study2,27,1032,0, BM-004,1,9,10,29,0,3,0,0,7,129,1
study2,27,1032,1, WM-002,1,9,10,29,0,3,0,0,7,129,1
study2,27,2072,0, empty2,0,1,2.35,66,1,1,0,0,1,402,0
study2,27,2072,1, empty2,0,1,1,66,1,1,0,0,1,402,0
study2,27,3122,0, BM-212,0,4,5.05,46,0,1,0,0,2,283,0
study2,27,3122,1, WM-223,0,4,4.6,46,0,1,0,0,2,283,0
study2,27,3552,0, BM-003,0,3,1.9,28,0,1,0,0,0,45,0
study2,27,3552,1, WM-006,0,3,1.9,28,0,1,0,0,0,45,0
study2,27,3574,0, BM-005,1,3,6.4,24,0,2,0,0,2,163,1
study2,27,3574,1, WM-009,1,3,7.75,24,0,2,0,0,2,163,1
study2,27,3783,0, BM-025,0,1,1.45,38,0,1,0,0,0,169,1
study2,27,3783,1, WM-201,0,1,1.45,38,0,1,0,0,0,169,1
study2,27,4403,0, BM-021,0,7,9.1,40,0,2,0,0,6,306,1
study2,27,4403,1, WM-023,0,7,9.55,40,0,2,0,0,6,306,1
study2,27,4655,0, BM-011,0,8,9.55,31,0,1,0,0,10,283,0
study2,27,4655,1, WM-011,0,8,8.65,31,0,1,0,0,10,283,0
study2,27,5027,0, BM-001,1,4,9.1,27,0,2,0,0,6,175,1
study2,27,5027,1, WM-003,1,4,9.1,27,0,2,0,0,6,175,1
study2,27,5057,0, BF-203,0,1,1.45,49,1,2,0,0,1,172,1
study2,27,5057,1, WF-221,0,1,2.35,49,1,2,0,0,1,172,1
study2,27,5114,0, BM-213,1,7,10,50,0,1,0,0,26,306,1
study2,27,5114,1, WM-248,1,7,10,50,0,1,0,0,26,306,1
study2,27,5263,0, BM-009,1,10,9.55,19,0,2,2,1,3,71,1
study2,27,5263,1, WM-001,1,10,10,19,0,2,2,1,3,71,1
study2,27,5383,0, BF-002,1,9,4.15,19,1,2,0,0,1,65,1
study2,27,5383,1, WF-022,1,9,4.6,19,1,2,0,0,1,65,1
study2,27,5886,0, BM-034,0,1,1,53,0,1,0,0,0,45,0
study2,27,5886,1, WM-221,0,1,2.35,53,0,1,0,0,0,45,0
study2,27,7012,0, BM-013,0,2,1.45,28,0,2,0,0,0,246,1
study2,27,7012,1, WM-015,0,2,1.9,28,0,2,0,0,0,246,1
study2,27,7245,0, BM-015,1,8,10,25,0,2,0,0,5,45,0
study2,27,7245,1, WM-017,1,8,9.55,25,0,2,0,0,5,45,0
study2,27,7468,0, BM-044,1,7,5.5,42,0,1,0,0,2,110,1
study2,27,7468,1, WM-225,1,7,6.85,42,0,1,0,0,2,110,1
study2,27,7605,0, BM-218,1,1,2.8,49,0,2,0,0,1,45,0
study2,27,7605,1, WM-249,1,1,3.7,49,0,2,0,0,1,45,0
study2,27,8171,0, BM-033,0,2,1,38,0,1,0,0,0,374,0
study2,27,8171,1, WM-220,0,2,1.45,38,0,1,0,0,0,374,0
study2,27,9801,0, BM-016,0,5,8.2,25,0,2,0,0,4,239,0
study2,27,9801,1, WM-019,0,5,9.1,25,0,2,0,0,4,239,0
study2,27,9921,0, BM-010,0,5,3.7,27,0,2,0,0,1,65,0
study2,27,9921,1, WM-010,0,5,4.15,27,0,2,0,0,1,65,0
study2,27,10528,0, BM-012,0,1,2.35,41,0,3,0,0,1,128,0
study2,27,10528,1, WM-018,0,1,3.7,41,0,3,0,0,1,128,0
study2,27,10540,0, BF-009,1,1,2.35,31,1,1,0,0,1,45,0
study2,27,10540,1, WF-008,1,1,3.25,31,1,1,0,0,1,45,0
study2,27,10921,0, BM-002,0,2,6.85,26,0,2,0,0,2,409,0
study2,27,10921,1, WM-004,0,2,6.85,26,0,2,0,0,2,409,0
study2,28,122,0, BM-018,1,10,9.55,30,0,2,0,0,8,283,0
study2,28,122,1, WM-013,1,10,9.55,30,0,2,0,0,8,283,0
study2,28,363,0, BM-012,1,5,9.55,44,0,1,0,0,8,45,0
study2,28,363,1, WM-018,1,5,9.55,44,0,1,0,0,8,45,0
study2,28,829,0, BM-013,1,10,9.55,22,0,1,1,0,6,306,1
study2,28,829,1, WM-015,1,10,9.55,22,0,1,1,0,6,306,1
study2,28,956,0, BM-003,1,10,8.65,24,0,2,0,0,4,306,1
study2,28,956,1, WM-006,1,10,10,24,0,2,0,0,4,306,1
study2,28,1834,0, BM-011,0,4,2.35,31,0,1,0,0,0,107,1
study2,28,1834,1, WM-011,0,4,4.6,31,0,1,0,0,0,107,1
study2,28,3056,0, BM-019,0,3,1.9,25,0,2,0,0,0,273,1
study2,28,3056,1, WM-026,0,3,1.9,25,0,2,0,0,0,273,1
study2,28,3146,0, BM-021,1,3,3.25,37,0,3,0,0,0,377,1
study2,28,3146,1, WM-023,1,3,2.8,37,0,3,0,0,0,377,1
study2,28,3585,0, BM-212,1,1,2.35,54,0,1,0,0,1,45,0
study2,28,3585,1, WM-223,1,1,2.8,54,0,1,0,0,1,45,0
study2,28,3761,0, BM-025,1,5,9.55,42,0,2,0,0,7,169,1
study2,28,3761,1, WM-201,1,5,9.55,42,0,2,0,0,7,169,1
study2,28,4076,0, BM-004,0,6,9.1,33,0,2,0,0,6,246,1
study2,28,4076,1, WM-002,0,6,8.2,33,0,2,0,0,6,246,1
study2,28,4730,0, BM-036,1,2,6.85,20,0,1,0,0,1,192,1
study2,28,4730,1, WM-024,1,2,5.05,20,0,1,0,0,1,192,1
study2,28,5224,0, BM-010,1,8,4.15,25,0,2,0,0,0,277,1
study2,28,5224,1, WM-010,1,8,4.15,25,0,2,0,0,0,277,1
study2,28,5354,0, BM-015,1,9,4.15,24,0,2,0,0,1,328,0
study2,28,5354,1, WM-017,1,9,4.6,24,0,2,0,0,1,328,0
study2,28,5553,0, BM-023,0,3,3.25,22,0,1,0,0,0,6,1
study2,28,5553,1, WM-028,0,3,1.9,22,0,1,0,0,0,6,1
study2,28,7257,0, BM-001,1,3,4.6,24,0,1,0,0,1,246,1
study2,28,7257,1, WM-003,1,3,4.15,24,0,1,0,0,1,246,1
study2,28,7340,0, BF-007,1,4,2.35,31,1,1,0,0,0,186,1
study2,28,7340,1, WF-002,1,4,2.8,31,1,1,0,0,0,186,1
study2,28,7723,0, BM-016,0,2,3.7,24,0,3,0,0,0,57,1
study2,28,7723,1, WM-019,0,2,3.25,24,0,3,0,0,0,57,1
study2,28,7754,0, BM-005,1,4,7.3,25,0,1,0,0,2,128,0
study2,28,7754,1, WM-009,1,4,6.4,25,0,1,0,0,2,128,0
study2,28,8036,0, BM-033,0,1,3.25,42,0,3,0,0,1,128,0
study2,28,8036,1, WM-220,0,1,4.15,42,0,3,0,0,1,128,0
study2,28,8278,0, BM-034,1,6,5.95,53,0,2,0,0,3,18,1
study2,28,8278,1, WM-221,1,6,7.75,53,0,2,0,0,3,18,1
study2,28,8835,0, BM-020,0,1,7.75,29,0,2,0,0,3,283,0
study2,28,8835,1, WM-014,0,1,9.55,29,0,2,0,0,3,283,0
study2,28,9031,0, BM-002,1,7,10,27,0,2,0,0,21,268,1
study2,28,9031,1, WM-004,1,7,9.55,27,0,2,0,0,21,268,1
study2,28,9488,0, BM-009,1,4,2.8,21,0,1,0,0,0,45,0
study2,28,9488,1, WM-001,1,4,1.9,21,0,1,0,0,0,45,0
study2,28,9747,0, BM-017,1,4,8.2,32,0,2,0,0,4,65,1
study2,28,9747,1, WM-012,1,4,9.1,32,0,2,0,0,4,65,1
study2,28,10979,0, BM-044,0,1,2.35,43,0,2,0,0,0,45,0
study2,28,10979,1, WM-225,0,1,2.35,43,0,2,0,0,0,45,0
study2,29,730,0, BM-022,0,6,1.9,35,0,4,0,0,0,64,1
study2,29,730,1, WM-016,0,6,1.9,35,0,4,0,0,0,64,1
study2,29,807,0, BM-005,0,9,1.9,23,0,1,0,0,0,45,0
study2,29,807,1, WM-009,0,9,2.35,23,0,1,0,0,0,45,0
study2,29,919,0, BM-012,1,10,1,36,0,3,0,0,1,243,0
study2,29,919,1, WM-018,1,10,1.9,36,0,3,0,0,1,243,0
study2,29,1314,0, BM-041,1,8,10,31,0,2,0,3,25,337,0
study2,29,1314,1, WM-029,1,8,10,31,0,2,0,3,25,337,0
study2,29,1446,0, BM-038,0,1,6.85,35,0,1,0,0,2,74,1
study2,29,1446,1, WM-022,0,1,6.85,35,0,1,0,0,2,74,1
study2,29,2405,0, BF-003,0,3,1.45,24,1,2,0,0,0,167,1
study2,29,2405,1, WF-003,0,3,1,24,1,2,0,0,0,167,1
study2,29,2780,0, empty2,0,1,1.45,58,0,1,0,0,0,45,0
study2,29,2780,1, empty2,0,1,1,58,0,1,0,0,0,45,0
study2,29,3298,0, BM-011,0,5,9.55,31,0,1,0,0,6,45,0
study2,29,3298,1, WM-011,0,5,9.55,31,0,1,0,0,6,45,0
study2,29,4441,0, BF-203,0,2,1,54,1,1,0,0,1,337,0
study2,29,4441,1, WF-221,0,2,1.45,54,1,1,0,0,1,337,0
study2,29,4510,0, BM-212,0,1,5.05,54,0,1,0,0,2,45,0
study2,29,4510,1, WM-223,0,1,5.05,54,0,1,0,0,2,45,0
study2,29,5096,0, BF-024,0,4,1.9,38,1,2,0,0,0,426,0
study2,29,5096,1, WF-014,0,4,1.45,38,1,2,0,0,0,426,0
study2,29,5370,0, BM-001,0,2,2.8,23,0,2,0,0,1,45,0
study2,29,5370,1, WM-003,0,2,1.9,23,0,2,0,0,1,45,0
study2,29,5745,0, BM-017,0,3,7.75,29,0,2,0,0,2,190,1
study2,29,5745,1, WM-012,0,3,9.1,29,0,2,0,0,2,190,1
study2,29,5821,0, BM-004,0,5,9.1,31,0,1,0,0,3,45,0
study2,29,5821,1, WM-002,0,5,8.65,31,0,1,0,0,3,45,0
study2,29,6595,0, BM-021,0,1,1.45,40,0,2,0,0,0,18,1
study2,29,6595,1, WM-023,0,1,1.9,40,0,2,0,0,0,18,1
study2,29,6862,0, BM-018,0,4,10,31,0,2,0,0,5,97,1
study2,29,6862,1, WM-013,0,4,9.55,31,0,2,0,0,5,97,1
study2,29,8253,0, BM-029,0,3,1.45,29,0,2,0,0,0,45,0
study2,29,8253,1, WM-020,0,3,2.35,29,0,2,0,0,0,45,0
study2,29,8891,0, empty2,1,4,9.55,56,0,1,0,0,17,85,1
study2,29,8891,1, empty2,1,4,9.55,56,0,1,0,0,17,85,1
